codigo,descripcion,estado,red,tipo_trabajo,tipo_trabajo_codigo,cod_trabajo,tipo_rep,provincia,comarca,municipio,presupuesto,certificado,pendiente,fecha_inicio,fecha_fin,mes,año
GF-2025-0001,Trabajo 1 - Madrid,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-005,OTROS,Madrid,Área Metropolitana,Madrid,9789.64,0.0,9789.64,2025-07-21,,2025-07,2025
GF-2025-0003,Trabajo 3 - Sin municipio,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-001,OTROS,Bizkaia,Duranguesado,Sin municipio,19032.6,0.0,19032.6,2025-04-29,,2025-04,2025
TP-2024-0004,Trabajo 4 - Pasaia,Pendiente,RED-MT-02,Trabajos Programados,TP,CT-003,OTROS,Gipuzkoa,Donostialdea,Pasaia,37943.54,0.0,37943.54,2024-04-03,,2024-04,2024
OT-2024-0011,Trabajo 11 - Sin municipio,Finalizado,RED-MT-02,Órdenes de Trabajo,OT,CT-002,FUGA,Bizkaia,Lea-Artibai,Sin municipio,35587.85,32475.71,3112.1399999999994,2024-04-15,2024-05-09,2024-04,2024
GF-2025-0017,Trabajo 17 - Sin municipio,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-003,OTROS,Valencia,Horta Sud,Sin municipio,25193.78,0.0,25193.78,2025-03-08,,2025-03,2025
TP-2025-0021,Trabajo 21 - Sin municipio,Pendiente,RED-MT-02,Trabajos Programados,TP,CT-005,FUGA,Girona,La Garrotxa,Sin municipio,8289.22,0.0,8289.22,2025-04-20,,2025-04,2025
OT-2024-0022,Trabajo 22 - Barcelona,Pendiente,RED-MT-02,Órdenes de Trabajo,OT,CT-003,ATASCO,Barcelona,Barcelonés,Barcelona,28654.75,0.0,28654.75,2024-01-09,,2024-01,2024
OT-2024-0024,Trabajo 24 - Sin municipio,Pendiente,RED-MT-02,Órdenes de Trabajo,OT,CT-003,ATASCO,Gipuzkoa,Tolosaldea,Sin municipio,40915.8,0.0,40915.8,2024-02-03,,2024-02,2024
GF-2025-0032,Trabajo 32 - Pamplona,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-001,FUGA,Navarra,Cuenca de Pamplona,Pamplona,8417.03,0.0,8417.03,2025-04-22,,2025-04,2025
OT-2025-0035,Trabajo 35 - Sin municipio,Finalizado,RED-MT-02,Órdenes de Trabajo,OT,CT-005,FUGA,Valencia,Horta Sud,Sin municipio,47533.88,41213.87,6320.009999999995,2025-05-06,2025-06-30,2025-05,2025
GF-2025-0037,Trabajo 37 - Vitoria-Gasteiz,En curso,RED-MT-02,Garantía y Fallos,GF,CT-001,ATASCO,Álava,Cuadrilla de Vitoria,Vitoria-Gasteiz,7190.27,4448.33,2741.9400000000005,2025-04-01,2025-05-23,2025-04,2025
GF-2024-0044,Trabajo 44 - Sin municipio,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-005,ATASCO,Gipuzkoa,Urola Kosta,Sin municipio,16647.8,0.0,16647.8,2024-03-25,,2024-03,2024
OT-2024-0047,Trabajo 47 - Sin municipio,Pendiente,RED-MT-02,Órdenes de Trabajo,OT,CT-005,FUGA,Bizkaia,Duranguesado,Sin municipio,14055.98,0.0,14055.98,2024-09-15,,2024-09,2024
GF-2024-0058,Trabajo 58 - Sin municipio,En curso,RED-MT-02,Garantía y Fallos,GF,CT-001,ATASCO,Valencia,Horta Sud,Sin municipio,9863.5,5591.66,4271.84,2024-08-29,,2024-08,2024
OT-2025-0059,Trabajo 59 - Vitoria-Gasteiz,En curso,RED-MT-02,Órdenes de Trabajo,OT,CT-001,FUGA,Álava,Cuadrilla de Vitoria,Vitoria-Gasteiz,9435.78,3883.62,5552.160000000001,2025-01-03,,2025-01,2025
GF-2024-0061,Trabajo 61 - Barañain,Pendiente,RED-MT-02,Garantía y Fallos,GF,CT-001,ATASCO,Navarra,Cuenca de Pamplona,Barañain,28267.99,0.0,28267.99,2024-03-24,,2024-03,2024
GF-2024-0064,Trabajo 64 - Sin municipio,En curso,RED-MT-02,Garantía y Fallos,GF,CT-005,FUGA,Gipuzkoa,Urola Kosta,Sin municipio,47188.1,13491.8,33696.3,2024-10-05,2024-11-22,2024-10,2024
GF-2024-0072,Trabajo 72 - Sin municipio,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-002,OTROS,Gipuzkoa,Tolosaldea,Sin municipio,30040.06,28516.34,1523.7200000000012,2024-03-26,2024-04-24,2024-03,2024
GF-2025-0081,Trabajo 81 - Sin municipio,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-003,FUGA,Girona,La Garrotxa,Sin municipio,6911.58,6802.35,109.22999999999956,2025-01-13,2025-02-02,2025-01,2025
OT-2025-0083,Trabajo 83 - Bilbao,En curso,RED-MT-02,Órdenes de Trabajo,OT,CT-004,FUGA,Bizkaia,Gran Bilbao,Bilbao,9137.75,4162.71,4975.04,2025-08-21,,2025-08,2025
TP-2025-0094,Trabajo 94 - Sin municipio,Finalizado,RED-MT-02,Trabajos Programados,TP,CT-005,OTROS,Gipuzkoa,Tolosaldea,Sin municipio,12270.24,12327.08,-56.840000000000146,2025-04-28,2025-06-27,2025-04,2025
TP-2024-0101,Trabajo 101 - Pamplona,En curso,RED-MT-02,Trabajos Programados,TP,CT-001,ATASCO,Navarra,Cuenca de Pamplona,Pamplona,4107.28,1659.45,2447.83,2024-04-15,2024-07-02,2024-04,2024
OT-2025-0103,Trabajo 103 - Sin municipio,Finalizado,RED-MT-02,Órdenes de Trabajo,OT,CT-003,ATASCO,Barcelona,Maresme,Sin municipio,26907.2,26864.25,42.95000000000073,2025-08-19,2025-10-01,2025-08,2025
TP-2025-0114,Trabajo 114 - Sin municipio,Finalizado,RED-MT-02,Trabajos Programados,TP,CT-001,OTROS,Álava,Rioja Alavesa,Sin municipio,30182.22,29203.01,979.2100000000028,2025-03-27,2025-05-04,2025-03,2025
GF-2024-0118,Trabajo 118 - Vitoria-Gasteiz,En curso,RED-MT-02,Garantía y Fallos,GF,CT-004,FUGA,Álava,Cuadrilla de Vitoria,Vitoria-Gasteiz,29628.33,18836.3,10792.030000000002,2024-02-01,,2024-02,2024
OT-2025-0126,Trabajo 126 - Sin municipio,Finalizado,RED-MT-02,Órdenes de Trabajo,OT,CT-003,ATASCO,Valencia,Horta Sud,Sin municipio,43205.12,37851.8,5353.32,2025-09-23,2025-10-22,2025-09,2025
TP-2024-0134,Trabajo 134 - Sin municipio,En curso,RED-MT-02,Trabajos Programados,TP,CT-004,ATASCO,Bizkaia,Duranguesado,Sin municipio,15292.86,6345.82,8947.04,2024-04-05,2024-06-19,2024-04,2024
GF-2024-0140,Trabajo 140 - Barañain,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-005,OTROS,Navarra,Cuenca de Pamplona,Barañain,36605.02,36828.65,-223.63000000000466,2024-08-11,2024-08-26,2024-08,2024
OT-2024-0141,Trabajo 141 - Barañain,Pendiente,RED-MT-02,Órdenes de Trabajo,OT,CT-002,ATASCO,Navarra,Cuenca de Pamplona,Barañain,34979.72,0.0,34979.72,2024-10-12,,2024-10,2024
OT-2024-0157,Trabajo 157 - Sin municipio,Finalizado,RED-MT-02,Órdenes de Trabajo,OT,CT-003,OTROS,Girona,La Selva,Sin municipio,4217.66,4223.64,-5.980000000000473,2024-09-29,2024-10-31,2024-09,2024
GF-2025-0160,Trabajo 160 - Barañain,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-002,ATASCO,Navarra,Cuenca de Pamplona,Barañain,25080.1,22022.88,3057.2199999999975,2025-05-19,2025-06-11,2025-05,2025
GF-2024-0164,Trabajo 164 - L'Hospitalet de Llobregat,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-001,ATASCO,Barcelona,Barcelonés,L'Hospitalet de Llobregat,40578.33,41288.58,-710.25,2024-03-31,2024-04-13,2024-03,2024
GF-2025-0166,Trabajo 166 - Barañain,Finalizado,RED-MT-02,Garantía y Fallos,GF,CT-002,ATASCO,Navarra,Cuenca de Pamplona,Barañain,14017.42,13419.91,597.5100000000002,2025-05-15,2025-07-02,2025-05,2025
TP-2025-0175,Trabajo 175 - Sin municipio,En curso,RED-MT-02,Trabajos Programados,TP,CT-002,OTROS,Bizkaia,Duranguesado,Sin municipio,46702.24,16956.38,29745.859999999997,2025-05-06,2025-08-02,2025-05,2025
TP-2024-0176,Trabajo 176 - Sin municipio,En curso,RED-MT-02,Trabajos Programados,TP,CT-002,OTROS,Bizkaia,Duranguesado,Sin municipio,34910.18,6987.23,27922.95,2024-07-30,2024-09-25,2024-07,2024
GF-2024-0177,Trabajo 177 - Sin municipio,En curso,RED-MT-02,Garantía y Fallos,GF,CT-005,ATASCO,Gipuzkoa,Urola Kosta,Sin municipio,45637.1,28816.41,16820.69,2024-06-21,2024-08-06,2024-06,2024
